Price,SMA_20,SMA_50,SMA_100,SMA_200,Momentum_20,Momentum_50,Volume_Uptrend,Golden_Cross,SMA_50_above_200,SMA_20_above_50,SMA_50_above_100,SMA_20_above_200,Perfect_Setup,Abs_30d,Abs_90d,Abs_180d,Rel_30d,Rel_90d,Rel_180d,Ticker
"<span data-order=""697.40"">697.40</span>","<span data-order=""720.15"">720.15</span>","<span data-order=""717.07"">717.07</span>","<span data-order=""711.29"">711.29</span>","<span data-order=""679.90"">679.90</span>","<span data-order=""-6.00"">-6.00</span>","<span data-order=""-1.86"">-1.86</span>",False,False,True,True,True,True,False,"<span data-order=""-7.24"">-7.24%</span>","<span data-order=""-1.58"">-1.58%</span>","<span data-order=""5.94"">5.94%</span>","<span data-order=""-6.39"">-6.39%</span>","<span data-order=""-1.62"">-1.62%</span>","<span data-order=""-1.64"">-1.64%</span>",MARICO.NS
"<span data-order=""16029.00"">16029.00</span>","<span data-order=""15584.25"">15584.25</span>","<span data-order=""14224.10"">14224.10</span>","<span data-order=""13314.91"">13314.91</span>","<span data-order=""12546.25"">12546.25</span>","<span data-order=""8.00"">8.00</span>","<span data-order=""30.61"">30.61</span>",True,False,True,True,True,True,False,"<span data-order=""12.71"">12.71%</span>","<span data-order=""30.52"">30.52%</span>","<span data-order=""40.92"">40.92%</span>","<span data-order=""13.57"">13.57%</span>","<span data-order=""30.48"">30.48%</span>","<span data-order=""33.34"">33.34%</span>",MARUTI.NS
"<span data-order=""411.15"">411.15</span>","<span data-order=""402.78"">402.78</span>","<span data-order=""403.06"">403.06</span>","<span data-order=""406.69"">406.69</span>","<span data-order=""405.25"">405.25</span>","<span data-order=""4.27"">4.27</span>","<span data-order=""0.03"">0.03</span>",True,False,False,False,False,False,False,"<span data-order=""2.72"">2.72%</span>","<span data-order=""1.25"">1.25%</span>","<span data-order=""1.72"">1.72%</span>","<span data-order=""3.58"">3.58%</span>","<span data-order=""1.21"">1.21%</span>","<span data-order=""-5.86"">-5.86%</span>",PFC.NS
"<span data-order=""280.65"">280.65</span>","<span data-order=""285.25"">285.25</span>","<span data-order=""285.71"">285.71</span>","<span data-order=""289.55"">289.55</span>","<span data-order=""289.14"">289.14</span>","<span data-order=""-1.89"">-1.89</span>","<span data-order=""-5.35"">-5.35</span>",False,False,False,False,False,False,False,"<span data-order=""-1.18"">-1.18%</span>","<span data-order=""-3.19"">-3.19%</span>","<span data-order=""-1.75"">-1.75%</span>","<span data-order=""-0.32"">-0.32%</span>","<span data-order=""-3.23"">-3.23%</span>","<span data-order=""-9.34"">-9.34%</span>",POWERGRID.NS
"<span data-order=""1017.90"">1017.90</span>","<span data-order=""1035.32"">1035.32</span>","<span data-order=""1027.82"">1027.82</span>","<span data-order=""1040.90"">1040.90</span>","<span data-order=""1036.06"">1036.06</span>","<span data-order=""-0.70"">-0.70</span>","<span data-order=""-3.15"">-3.15</span>",False,False,False,True,False,False,False,"<span data-order=""-0.42"">-0.42%</span>","<span data-order=""-2.09"">-2.09%</span>","<span data-order=""-8.68"">-8.68%</span>","<span data-order=""0.44"">0.44%</span>","<span data-order=""-2.14"">-2.14%</span>","<span data-order=""-16.26"">-16.26%</span>",PREMIERENE.NS
"<span data-order=""1510.10"">1510.10</span>","<span data-order=""1569.53"">1569.53</span>","<span data-order=""1604.94"">1604.94</span>","<span data-order=""1606.04"">1606.04</span>","<span data-order=""1476.43"">1476.43</span>","<span data-order=""-3.43"">-3.43</span>","<span data-order=""-16.29"">-16.29</span>",False,False,True,False,False,True,False,"<span data-order=""-7.06"">-7.06%</span>","<span data-order=""4.66"">4.66%</span>","<span data-order=""5.97"">5.97%</span>","<span data-order=""-6.20"">-6.20%</span>","<span data-order=""4.62"">4.62%</span>","<span data-order=""-1.61"">-1.61%</span>",PRESTIGE.NS
"<span data-order=""718.35"">718.35</span>","<span data-order=""699.86"">699.86</span>","<span data-order=""684.08"">684.08</span>","<span data-order=""690.69"">690.69</span>","<span data-order=""689.78"">689.78</span>","<span data-order=""3.80"">3.80</span>","<span data-order=""6.68"">6.68</span>",True,False,False,True,False,True,False,"<span data-order=""4.81"">4.81%</span>","<span data-order=""0.92"">0.92%</span>","<span data-order=""-5.97"">-5.97%</span>","<span data-order=""5.66"">5.66%</span>","<span data-order=""0.88"">0.88%</span>","<span data-order=""-13.55"">-13.55%</span>",TATAMOTORS.NS
"<span data-order=""391.15"">391.15</span>","<span data-order=""389.20"">389.20</span>","<span data-order=""388.28"">388.28</span>","<span data-order=""393.90"">393.90</span>","<span data-order=""381.29"">381.29</span>","<span data-order=""0.51"">0.51</span>","<span data-order=""-2.00"">-2.00</span>",True,False,True,True,False,True,False,"<span data-order=""0.80"">0.80%</span>","<span data-order=""-0.73"">-0.73%</span>","<span data-order=""10.23"">10.23%</span>","<span data-order=""1.65"">1.65%</span>","<span data-order=""-0.77"">-0.77%</span>","<span data-order=""2.64"">2.64%</span>",TATAPOWER.NS
"<span data-order=""167.51"">167.51</span>","<span data-order=""169.98"">169.98</span>","<span data-order=""163.40"">163.40</span>","<span data-order=""160.45"">160.45</span>","<span data-order=""148.50"">148.50</span>","<span data-order=""-0.20"">-0.20</span>","<span data-order=""2.74"">2.74</span>",False,False,True,True,True,True,False,"<span data-order=""3.71"">3.71%</span>","<span data-order=""6.31"">6.31%</span>","<span data-order=""35.05"">35.05%</span>","<span data-order=""4.57"">4.57%</span>","<span data-order=""6.27"">6.27%</span>","<span data-order=""27.47"">27.47%</span>",TATASTEEL.NS
"<span data-order=""690.40"">690.40</span>","<span data-order=""693.08"">693.08</span>","<span data-order=""688.00"">688.00</span>","<span data-order=""708.82"">708.82</span>","<span data-order=""722.26"">722.26</span>","<span data-order=""0.82"">0.82</span>","<span data-order=""-3.62"">-3.62</span>",True,False,False,True,False,False,False,"<span data-order=""0.20"">0.20%</span>","<span data-order=""-9.28"">-9.28%</span>","<span data-order=""-11.78"">-11.78%</span>","<span data-order=""1.06"">1.06%</span>","<span data-order=""-9.32"">-9.32%</span>","<span data-order=""-19.36"">-19.36%</span>",TATATECH.NS
"<span data-order=""1416.00"">1416.00</span>","<span data-order=""1486.08"">1486.08</span>","<span data-order=""1488.35"">1488.35</span>","<span data-order=""1543.04"">1543.04</span>","<span data-order=""1540.11"">1540.11</span>","<span data-order=""-6.11"">-6.11</span>","<span data-order=""-8.48"">-8.48</span>",True,False,False,False,False,False,False,"<span data-order=""-6.92"">-6.92%</span>","<span data-order=""-8.76"">-8.76%</span>","<span data-order=""-12.48"">-12.48%</span>","<span data-order=""-6.07"">-6.07%</span>","<span data-order=""-8.80"">-8.80%</span>","<span data-order=""-20.06"">-20.06%</span>",TECHM.NS
"<span data-order=""3408.30"">3408.30</span>","<span data-order=""3510.55"">3510.55</span>","<span data-order=""3508.23"">3508.23</span>","<span data-order=""3518.97"">3518.97</span>","<span data-order=""3395.24"">3395.24</span>","<span data-order=""-7.65"">-7.65</span>","<span data-order=""-1.85"">-1.85</span>",True,False,True,True,False,True,False,"<span data-order=""-5.75"">-5.75%</span>","<span data-order=""-4.37"">-4.37%</span>","<span data-order=""2.89"">2.89%</span>","<span data-order=""-4.90"">-4.90%</span>","<span data-order=""-4.41"">-4.41%</span>","<span data-order=""-4.69"">-4.69%</span>",TITAN.NS
"<span data-order=""3561.00"">3561.00</span>","<span data-order=""3588.83"">3588.83</span>","<span data-order=""3604.86"">3604.86</span>","<span data-order=""3429.45"">3429.45</span>","<span data-order=""3317.96"">3317.96</span>","<span data-order=""0.03"">0.03</span>","<span data-order=""1.61"">1.61</span>",True,False,True,False,True,True,False,"<span data-order=""-2.48"">-2.48%</span>","<span data-order=""12.38"">12.38%</span>","<span data-order=""8.25"">8.25%</span>","<span data-order=""-1.63"">-1.63%</span>","<span data-order=""12.34"">12.34%</span>","<span data-order=""0.67"">0.67%</span>",TORNTPHARM.NS
"<span data-order=""1218.90"">1218.90</span>","<span data-order=""1263.08"">1263.08</span>","<span data-order=""1291.96"">1291.96</span>","<span data-order=""1353.83"">1353.83</span>","<span data-order=""1391.07"">1391.07</span>","<span data-order=""-6.57"">-6.57</span>","<span data-order=""-10.87"">-10.87</span>",False,False,False,False,False,False,False,"<span data-order=""-5.17"">-5.17%</span>","<span data-order=""-14.18"">-14.18%</span>","<span data-order=""-5.57"">-5.57%</span>","<span data-order=""-4.31"">-4.31%</span>","<span data-order=""-14.22"">-14.22%</span>","<span data-order=""-13.16"">-13.16%</span>",TORNTPOWER.NS
"<span data-order=""4832.00"">4832.00</span>","<span data-order=""5062.38"">5062.38</span>","<span data-order=""5207.76"">5207.76</span>","<span data-order=""5429.57"">5429.57</span>","<span data-order=""5531.16"">5531.16</span>","<span data-order=""-11.81"">-11.81</span>","<span data-order=""-9.86"">-9.86</span>",True,False,False,False,False,False,False,"<span data-order=""-11.38"">-11.38%</span>","<span data-order=""-13.00"">-13.00%</span>","<span data-order=""-21.51"">-21.51%</span>","<span data-order=""-10.52"">-10.52%</span>","<span data-order=""-13.04"">-13.04%</span>","<span data-order=""-29.09"">-29.09%</span>",TRENT.NS
"<span data-order=""3129.10"">3129.10</span>","<span data-order=""3212.89"">3212.89</span>","<span data-order=""3066.82"">3066.82</span>","<span data-order=""3024.40"">3024.40</span>","<span data-order=""3020.42"">3020.42</span>","<span data-order=""5.66"">5.66</span>","<span data-order=""6.42"">6.42</span>",False,False,True,True,True,True,False,"<span data-order=""2.55"">2.55%</span>","<span data-order=""2.75"">2.75%</span>","<span data-order=""-12.20"">-12.20%</span>","<span data-order=""3.41"">3.41%</span>","<span data-order=""2.71"">2.71%</span>","<span data-order=""-19.79"">-19.79%</span>",TIINDIA.NS
"<span data-order=""661.45"">661.45</span>","<span data-order=""685.07"">685.07</span>","<span data-order=""700.09"">700.09</span>","<span data-order=""673.27"">673.27</span>","<span data-order=""637.30"">637.30</span>","<span data-order=""-7.57"">-7.57</span>","<span data-order=""-8.49"">-8.49</span>",False,False,True,False,True,True,False,"<span data-order=""-7.16"">-7.16%</span>","<span data-order=""5.83"">5.83%</span>","<span data-order=""23.19"">23.19%</span>","<span data-order=""-6.30"">-6.30%</span>","<span data-order=""5.79"">5.79%</span>","<span data-order=""15.61"">15.61%</span>",UPL.NS
"<span data-order=""12041.00"">12041.00</span>","<span data-order=""12478.80"">12478.80</span>","<span data-order=""12457.32"">12457.32</span>","<span data-order=""12084.61"">12084.61</span>","<span data-order=""11652.59"">11652.59</span>","<span data-order=""-6.12"">-6.12</span>","<span data-order=""-3.05"">-3.05</span>",True,False,True,True,True,True,False,"<span data-order=""-6.39"">-6.39%</span>","<span data-order=""3.66"">3.66%</span>","<span data-order=""11.52"">11.52%</span>","<span data-order=""-5.54"">-5.54%</span>","<span data-order=""3.62"">3.62%</span>","<span data-order=""3.94"">3.94%</span>",ULTRACEMCO.NS
"<span data-order=""138.75"">138.75</span>","<span data-order=""134.81"">134.81</span>","<span data-order=""133.39"">133.39</span>","<span data-order=""137.33"">137.33</span>","<span data-order=""125.55"">125.55</span>","<span data-order=""8.01"">8.01</span>","<span data-order=""0.36"">0.36</span>",True,False,True,True,False,True,False,"<span data-order=""1.63"">1.63%</span>","<span data-order=""0.30"">0.30%</span>","<span data-order=""37.83"">37.83%</span>","<span data-order=""2.48"">2.48%</span>","<span data-order=""0.26"">0.26%</span>","<span data-order=""30.24"">30.24%</span>",UNIONBANK.NS
"<span data-order=""1346.70"">1346.70</span>","<span data-order=""1321.53"">1321.53</span>","<span data-order=""1318.85"">1318.85</span>","<span data-order=""1393.00"">1393.00</span>","<span data-order=""1420.52"">1420.52</span>","<span data-order=""-0.03"">-0.03</span>","<span data-order=""-0.85"">-0.85</span>",False,False,False,True,False,False,False,"<span data-order=""0.81"">0.81%</span>","<span data-order=""-11.63"">-11.63%</span>","<span data-order=""-8.42"">-8.42%</span>","<span data-order=""1.66"">1.66%</span>","<span data-order=""-11.67"">-11.67%</span>","<span data-order=""-16.01"">-16.01%</span>",UNITDSPR.NS
"<span data-order=""442.95"">442.95</span>","<span data-order=""464.58"">464.58</span>","<span data-order=""488.43"">488.43</span>","<span data-order=""480.40"">480.40</span>","<span data-order=""511.60"">511.60</span>","<span data-order=""-12.33"">-12.33</span>","<span data-order=""-8.63"">-8.63</span>",False,False,False,False,True,False,False,"<span data-order=""-14.36"">-14.36%</span>","<span data-order=""-8.37"">-8.37%</span>","<span data-order=""-21.56"">-21.56%</span>","<span data-order=""-13.51"">-13.51%</span>","<span data-order=""-8.42"">-8.42%</span>","<span data-order=""-29.14"">-29.14%</span>",VBL.NS
"<span data-order=""464.85"">464.85</span>","<span data-order=""450.52"">450.52</span>","<span data-order=""435.10"">435.10</span>","<span data-order=""432.16"">432.16</span>","<span data-order=""422.53"">422.53</span>","<span data-order=""5.78"">5.78</span>","<span data-order=""6.96"">6.96</span>",False,False,True,True,True,True,False,"<span data-order=""7.85"">7.85%</span>","<span data-order=""9.57"">9.57%</span>","<span data-order=""13.70"">13.70%</span>","<span data-order=""8.70"">8.70%</span>","<span data-order=""9.52"">9.52%</span>","<span data-order=""6.12"">6.12%</span>",VEDL.NS
"<span data-order=""8.52"">8.52</span>","<span data-order=""7.91"">7.91</span>","<span data-order=""7.23"">7.23</span>","<span data-order=""7.16"">7.16</span>","<span data-order=""7.54"">7.54</span>","<span data-order=""29.68"">29.68</span>","<span data-order=""15.60"">15.60</span>",True,False,False,True,True,True,False,"<span data-order=""30.08"">30.08%</span>","<span data-order=""19.66"">19.66%</span>","<span data-order=""3.27"">3.27%</span>","<span data-order=""30.93"">30.93%</span>","<span data-order=""19.62"">19.62%</span>","<span data-order=""-4.31"">-4.31%</span>",IDEA.NS
"<span data-order=""1340.20"">1340.20</span>","<span data-order=""1403.29"">1403.29</span>","<span data-order=""1361.54"">1361.54</span>","<span data-order=""1328.08"">1328.08</span>","<span data-order=""1385.52"">1385.52</span>","<span data-order=""-2.46"">-2.46</span>","<span data-order=""-3.63"">-3.63</span>",True,False,False,True,True,True,False,"<span data-order=""-0.67"">-0.67%</span>","<span data-order=""6.93"">6.93%</span>","<span data-order=""-22.00"">-22.00%</span>","<span data-order=""0.19"">0.19%</span>","<span data-order=""6.89"">6.89%</span>","<span data-order=""-29.59"">-29.59%</span>",VOLTAS.NS
"<span data-order=""3328.40"">3328.40</span>","<span data-order=""3418.25"">3418.25</span>","<span data-order=""3254.30"">3254.30</span>","<span data-order=""3099.89"">3099.89</span>","<span data-order=""2778.20"">2778.20</span>","<span data-order=""4.04"">4.04</span>","<span data-order=""7.85"">7.85</span>",False,False,True,True,True,True,False,"<span data-order=""5.61"">5.61%</span>","<span data-order=""19.01"">19.01%</span>","<span data-order=""33.82"">33.82%</span>","<span data-order=""6.47"">6.47%</span>","<span data-order=""18.97"">18.97%</span>","<span data-order=""26.24"">26.24%</span>",WAAREEENER.NS
"<span data-order=""241.07"">241.07</span>","<span data-order=""247.83"">247.83</span>","<span data-order=""248.05"">248.05</span>","<span data-order=""250.67"">250.67</span>","<span data-order=""262.91"">262.91</span>","<span data-order=""-3.40"">-3.40</span>","<span data-order=""-5.35"">-5.35</span>",True,False,False,False,False,False,False,"<span data-order=""-3.54"">-3.54%</span>","<span data-order=""-0.65"">-0.65%</span>","<span data-order=""-14.39"">-14.39%</span>","<span data-order=""-2.68"">-2.68%</span>","<span data-order=""-0.69"">-0.69%</span>","<span data-order=""-21.98"">-21.98%</span>",WIPRO.NS
"<span data-order=""21.76"">21.76</span>","<span data-order=""20.97"">20.97</span>","<span data-order=""19.89"">19.89</span>","<span data-order=""20.21"">20.21</span>","<span data-order=""19.21"">19.21</span>","<span data-order=""6.93"">6.93</span>","<span data-order=""8.85"">8.85</span>",False,False,True,True,False,True,False,"<span data-order=""11.99"">11.99%</span>","<span data-order=""3.08"">3.08%</span>","<span data-order=""20.75"">20.75%</span>","<span data-order=""12.85"">12.85%</span>","<span data-order=""3.04"">3.04%</span>","<span data-order=""13.17"">13.17%</span>",YESBANK.NS
"<span data-order=""5226.00"">5226.00</span>","<span data-order=""5546.80"">5546.80</span>","<span data-order=""5671.75"">5671.75</span>","<span data-order=""5978.07"">5978.07</span>","<span data-order=""5923.44"">5923.44</span>","<span data-order=""-3.71"">-3.71</span>","<span data-order=""-15.85"">-15.85</span>",True,False,False,False,False,False,False,"<span data-order=""-7.65"">-7.65%</span>","<span data-order=""-18.33"">-18.33%</span>","<span data-order=""-13.14"">-13.14%</span>","<span data-order=""-6.80"">-6.80%</span>","<span data-order=""-18.37"">-18.37%</span>","<span data-order=""-20.72"">-20.72%</span>",TATAELXSI.NS
"<span data-order=""1144.80"">1144.80</span>","<span data-order=""1112.38"">1112.38</span>","<span data-order=""1087.35"">1087.35</span>","<span data-order=""1096.77"">1096.77</span>","<span data-order=""1049.08"">1049.08</span>","<span data-order=""3.66"">3.66</span>","<span data-order=""5.53"">5.53</span>",False,False,True,True,False,True,False,"<span data-order=""5.21"">5.21%</span>","<span data-order=""2.84"">2.84%</span>","<span data-order=""19.74"">19.74%</span>","<span data-order=""6.07"">6.07%</span>","<span data-order=""2.80"">2.80%</span>","<span data-order=""12.16"">12.16%</span>",TATACONSUM.NS
"<span data-order=""2914.20"">2914.20</span>","<span data-order=""3054.15"">3054.15</span>","<span data-order=""3068.02"">3068.02</span>","<span data-order=""3232.08"">3232.08</span>","<span data-order=""3485.76"">3485.76</span>","<span data-order=""-5.92"">-5.92</span>","<span data-order=""-7.77"">-7.77</span>",True,False,False,False,False,False,False,"<span data-order=""-6.07"">-6.07%</span>","<span data-order=""-15.66"">-15.66%</span>","<span data-order=""-30.14"">-30.14%</span>","<span data-order=""-5.22"">-5.22%</span>","<span data-order=""-15.70"">-15.70%</span>","<span data-order=""-37.72"">-37.72%</span>",TCS.NS
"<span data-order=""648.70"">648.70</span>","<span data-order=""616.50"">616.50</span>","<span data-order=""615.95"">615.95</span>","<span data-order=""640.93"">640.93</span>","<span data-order=""619.29"">619.29</span>","<span data-order=""10.64"">10.64</span>","<span data-order=""1.34"">1.34</span>",True,False,False,True,False,False,False,"<span data-order=""4.66"">4.66%</span>","<span data-order=""-0.62"">-0.62%</span>","<span data-order=""20.32"">20.32%</span>","<span data-order=""5.52"">5.52%</span>","<span data-order=""-0.66"">-0.66%</span>","<span data-order=""12.74"">12.74%</span>",SHRIRAMFIN.NS
"<span data-order=""112.55"">112.55</span>","<span data-order=""109.13"">109.13</span>","<span data-order=""106.96"">106.96</span>","<span data-order=""106.29"">106.29</span>","<span data-order=""100.34"">100.34</span>","<span data-order=""7.91"">7.91</span>","<span data-order=""2.95"">2.95</span>",True,False,True,True,True,True,False,"<span data-order=""5.03"">5.03%</span>","<span data-order=""13.22"">13.22%</span>","<span data-order=""17.68"">17.68%</span>","<span data-order=""5.89"">5.89%</span>","<span data-order=""13.18"">13.18%</span>","<span data-order=""10.10"">10.10%</span>",PNB.NS
"<span data-order=""377.55"">377.55</span>","<span data-order=""375.82"">375.82</span>","<span data-order=""378.14"">378.14</span>","<span data-order=""385.90"">385.90</span>","<span data-order=""406.09"">406.09</span>","<span data-order=""2.65"">2.65</span>","<span data-order=""-2.22"">-2.22</span>",True,False,False,False,False,False,False,"<span data-order=""-0.80"">-0.80%</span>","<span data-order=""-4.63"">-4.63%</span>","<span data-order=""-17.71"">-17.71%</span>","<span data-order=""0.05"">0.05%</span>","<span data-order=""-4.67"">-4.67%</span>","<span data-order=""-25.29"">-25.29%</span>",RECLTD.NS
"<span data-order=""344.40"">344.40</span>","<span data-order=""344.53"">344.53</span>","<span data-order=""339.36"">339.36</span>","<span data-order=""368.73"">368.73</span>","<span data-order=""373.19"">373.19</span>","<span data-order=""2.93"">2.93</span>","<span data-order=""-7.00"">-7.00</span>",False,False,False,True,False,False,False,"<span data-order=""4.79"">4.79%</span>","<span data-order=""-16.81"">-16.81%</span>","<span data-order=""-8.11"">-8.11%</span>","<span data-order=""5.65"">5.65%</span>","<span data-order=""-16.85"">-16.85%</span>","<span data-order=""-15.69"">-15.69%</span>",RVNL.NS
"<span data-order=""1368.70"">1368.70</span>","<span data-order=""1385.20"">1385.20</span>","<span data-order=""1387.53"">1387.53</span>","<span data-order=""1420.31"">1420.31</span>","<span data-order=""1338.34"">1338.34</span>","<span data-order=""-0.28"">-0.28</span>","<span data-order=""-2.73"">-2.73</span>",True,False,True,False,False,True,False,"<span data-order=""-3.94"">-3.94%</span>","<span data-order=""-2.74"">-2.74%</span>","<span data-order=""10.93"">10.93%</span>","<span data-order=""-3.08"">-3.08%</span>","<span data-order=""-2.78"">-2.78%</span>","<span data-order=""3.35"">3.35%</span>",RELIANCE.NS
"<span data-order=""863.30"">863.30</span>","<span data-order=""853.12"">853.12</span>","<span data-order=""834.65"">834.65</span>","<span data-order=""885.08"">885.08</span>","<span data-order=""846.36"">846.36</span>","<span data-order=""6.47"">6.47</span>","<span data-order=""-3.50"">-3.50</span>",False,False,False,True,False,True,False,"<span data-order=""5.27"">5.27%</span>","<span data-order=""-4.77"">-4.77%</span>","<span data-order=""19.84"">19.84%</span>","<span data-order=""6.12"">6.12%</span>","<span data-order=""-4.81"">-4.81%</span>","<span data-order=""12.25"">12.25%</span>",SBICARD.NS
"<span data-order=""1798.80"">1798.80</span>","<span data-order=""1815.37"">1815.37</span>","<span data-order=""1826.52"">1826.52</span>","<span data-order=""1813.08"">1813.08</span>","<span data-order=""1653.41"">1653.41</span>","<span data-order=""-0.37"">-0.37</span>","<span data-order=""-0.22"">-0.22</span>",True,False,True,False,True,True,False,"<span data-order=""-3.45"">-3.45%</span>","<span data-order=""0.01"">0.01%</span>","<span data-order=""22.73"">22.73%</span>","<span data-order=""-2.59"">-2.59%</span>","<span data-order=""-0.04"">-0.04%</span>","<span data-order=""15.15"">15.15%</span>",SBILIFE.NS
"<span data-order=""2806.90"">2806.90</span>","<span data-order=""2919.08"">2919.08</span>","<span data-order=""2952.64"">2952.64</span>","<span data-order=""3007.91"">3007.91</span>","<span data-order=""2867.10"">2867.10</span>","<span data-order=""-1.04"">-1.04</span>","<span data-order=""-12.24"">-12.24</span>",False,False,True,False,False,True,False,"<span data-order=""-4.19"">-4.19%</span>","<span data-order=""-3.09"">-3.09%</span>","<span data-order=""5.24"">5.24%</span>","<span data-order=""-3.34"">-3.34%</span>","<span data-order=""-3.13"">-3.13%</span>","<span data-order=""-2.34"">-2.34%</span>",SRF.NS
"<span data-order=""106.00"">106.00</span>","<span data-order=""104.85"">104.85</span>","<span data-order=""99.59"">99.59</span>","<span data-order=""100.41"">100.41</span>","<span data-order=""95.73"">95.73</span>","<span data-order=""9.81"">9.81</span>","<span data-order=""9.01"">9.01</span>",False,False,True,True,False,True,False,"<span data-order=""8.27"">8.27%</span>","<span data-order=""6.93"">6.93%</span>","<span data-order=""9.63"">9.63%</span>","<span data-order=""9.13"">9.13%</span>","<span data-order=""6.89"">6.89%</span>","<span data-order=""2.05"">2.05%</span>",MOTHERSON.NS
"<span data-order=""28910.00"">28910.00</span>","<span data-order=""29785.50"">29785.50</span>","<span data-order=""30307.80"">30307.80</span>","<span data-order=""30318.39"">30318.39</span>","<span data-order=""29138.79"">29138.79</span>","<span data-order=""-1.25"">-1.25</span>","<span data-order=""-6.09"">-6.09</span>",False,False,True,False,False,True,False,"<span data-order=""-7.75"">-7.75%</span>","<span data-order=""-8.03"">-8.03%</span>","<span data-order=""11.77"">11.77%</span>","<span data-order=""-6.90"">-6.90%</span>","<span data-order=""-8.07"">-8.07%</span>","<span data-order=""4.19"">4.19%</span>",SHREECEM.NS
"<span data-order=""3121.50"">3121.50</span>","<span data-order=""3197.62"">3197.62</span>","<span data-order=""3141.66"">3141.66</span>","<span data-order=""3185.84"">3185.84</span>","<span data-order=""3205.17"">3205.17</span>","<span data-order=""-2.81"">-2.81</span>","<span data-order=""-0.65"">-0.65</span>",False,False,False,True,False,False,False,"<span data-order=""-2.37"">-2.37%</span>","<span data-order=""-6.47"">-6.47%</span>","<span data-order=""-8.99"">-8.99%</span>","<span data-order=""-1.51"">-1.51%</span>","<span data-order=""-6.52"">-6.52%</span>","<span data-order=""-16.57"">-16.57%</span>",SIEMENS.NS
"<span data-order=""1613.20"">1613.20</span>","<span data-order=""1627.72"">1627.72</span>","<span data-order=""1641.02"">1641.02</span>","<span data-order=""1664.53"">1664.53</span>","<span data-order=""1614.27"">1614.27</span>","<span data-order=""3.01"">3.01</span>","<span data-order=""-7.11"">-7.11</span>",False,False,True,False,False,True,False,"<span data-order=""1.52"">1.52%</span>","<span data-order=""-3.13"">-3.13%</span>","<span data-order=""-2.36"">-2.36%</span>","<span data-order=""2.38"">2.38%</span>","<span data-order=""-3.17"">-3.17%</span>","<span data-order=""-9.94"">-9.94%</span>",TATACOMM.NS
"<span data-order=""13766.00"">13766.00</span>","<span data-order=""14218.50"">14218.50</span>","<span data-order=""14444.20"">14444.20</span>","<span data-order=""15212.87"">15212.87</span>","<span data-order=""12756.86"">12756.86</span>","<span data-order=""-0.21"">-0.21</span>","<span data-order=""-9.12"">-9.12</span>",True,False,True,False,False,True,False,"<span data-order=""-7.96"">-7.96%</span>","<span data-order=""-10.17"">-10.17%</span>","<span data-order=""42.95"">42.95%</span>","<span data-order=""-7.11"">-7.11%</span>","<span data-order=""-10.21"">-10.21%</span>","<span data-order=""35.37"">35.37%</span>",SOLARINDS.NS
"<span data-order=""413.75"">413.75</span>","<span data-order=""429.08"">429.08</span>","<span data-order=""443.45"">443.45</span>","<span data-order=""470.92"">470.92</span>","<span data-order=""492.30"">492.30</span>","<span data-order=""-8.06"">-8.06</span>","<span data-order=""-12.52"">-12.52</span>",False,False,False,False,False,False,False,"<span data-order=""-6.53"">-6.53%</span>","<span data-order=""-23.01"">-23.01%</span>","<span data-order=""-26.92"">-26.92%</span>","<span data-order=""-5.67"">-5.67%</span>","<span data-order=""-23.05"">-23.05%</span>","<span data-order=""-34.51"">-34.51%</span>",SONACOMS.NS
"<span data-order=""864.10"">864.10</span>","<span data-order=""842.33"">842.33</span>","<span data-order=""823.38"">823.38</span>","<span data-order=""813.89"">813.89</span>","<span data-order=""782.05"">782.05</span>","<span data-order=""6.40"">6.40</span>","<span data-order=""6.02"">6.02</span>",True,False,True,True,True,True,False,"<span data-order=""4.65"">4.65%</span>","<span data-order=""8.48"">8.48%</span>","<span data-order=""17.82"">17.82%</span>","<span data-order=""5.51"">5.51%</span>","<span data-order=""8.44"">8.44%</span>","<span data-order=""10.24"">10.24%</span>",SBIN.NS
"<span data-order=""134.48"">134.48</span>","<span data-order=""132.36"">132.36</span>","<span data-order=""126.50"">126.50</span>","<span data-order=""127.56"">127.56</span>","<span data-order=""118.56"">118.56</span>","<span data-order=""10.62"">10.62</span>","<span data-order=""-0.57"">-0.57</span>",True,False,True,True,False,True,False,"<span data-order=""9.73"">9.73%</span>","<span data-order=""5.90"">5.90%</span>","<span data-order=""36.04"">36.04%</span>","<span data-order=""10.59"">10.59%</span>","<span data-order=""5.86"">5.86%</span>","<span data-order=""28.46"">28.46%</span>",SAIL.NS
"<span data-order=""1636.20"">1636.20</span>","<span data-order=""1612.09"">1612.09</span>","<span data-order=""1625.67"">1625.67</span>","<span data-order=""1653.09"">1653.09</span>","<span data-order=""1695.05"">1695.05</span>","<span data-order=""3.64"">3.64</span>","<span data-order=""-2.49"">-2.49</span>",True,False,False,False,False,False,False,"<span data-order=""-0.24"">-0.24%</span>","<span data-order=""-1.49"">-1.49%</span>","<span data-order=""-6.74"">-6.74%</span>","<span data-order=""0.61"">0.61%</span>","<span data-order=""-1.53"">-1.53%</span>","<span data-order=""-14.32"">-14.32%</span>",SUNPHARMA.NS
